,Timestamp,UTC,Latitude,Longitude
0,1742918977.3868475,2025/03/25 - 16:09:37,49.3842158116068,1.0687436808665556
1,1742918978.3366284,2025/03/25 - 16:09:38,49.384216478273466,1.0687441808665556
2,1742918979.3178434,2025/03/25 - 16:09:39,49.384216978273464,1.068744514199889
3,1742918980.3532393,2025/03/25 - 16:09:40,49.3842133116068,1.0687461808665557
4,1742918981.342456,2025/03/25 - 16:09:41,49.3842098116068,1.0687496808665558
5,1742918982.3603003,2025/03/25 - 16:09:42,49.384206311606796,1.0687593475332222
6,1742918983.3683703,2025/03/25 - 16:09:43,49.3842033116068,1.068769014199889
7,1742918984.3775623,2025/03/25 - 16:09:44,49.384200811606796,1.0687743475332225
8,1742918985.3805742,2025/03/25 - 16:09:45,49.38419914494013,1.068781014199889
9,1742918986.392132,2025/03/25 - 16:09:46,49.38419914494013,1.0687836808665556
10,1742918987.380864,2025/03/25 - 16:09:47,49.38419897827346,1.0687866808665556
11,1742918988.343314,2025/03/25 - 16:09:48,49.38420031160679,1.0687891808665557
12,1742918989.397575,2025/03/25 - 16:09:49,49.38420197827347,1.0687911808665556
13,1742918990.3816764,2025/03/25 - 16:09:50,49.3842033116068,1.068793014199889
14,1742918991.3820837,2025/03/25 - 16:09:51,49.384198644940135,1.0688073475332223
15,1742918992.3795478,2025/03/25 - 16:09:52,49.38419247827347,1.068826514199889
16,1742918993.3761802,2025/03/25 - 16:09:53,49.3841858116068,1.0688468475332222
17,1742918994.3956254,2025/03/25 - 16:09:54,49.384175644940136,1.0688646808665556
18,1742918995.4166005,2025/03/25 - 16:09:55,49.3841648116068,1.0688791808665556
19,1742918996.3994226,2025/03/25 - 16:09:56,49.384158644940136,1.0688941808665557
20,1742918997.406135,2025/03/25 - 16:09:57,49.38415647827347,1.068908014199889
21,1742918998.4036727,2025/03/25 - 16:09:58,49.38415464494013,1.0689211808665557
22,1742918999.409345,2025/03/25 - 16:09:59,49.3841518116068,1.0689371808665558
23,1742919000.426718,2025/03/25 - 16:10:00,49.38414664494013,1.0689540141998888
24,1742919001.4109752,2025/03/25 - 16:10:01,49.384142144940135,1.0689718475332224
25,1742919002.4283454,2025/03/25 - 16:10:02,49.38414564494013,1.0689883475332222
26,1742919003.376894,2025/03/25 - 16:10:03,49.38414381160679,1.069002014199889
27,1742919004.3921506,2025/03/25 - 16:10:04,49.384136644940135,1.0690153475332222
28,1742919005.4063838,2025/03/25 - 16:10:05,49.38413164494013,1.0690316808665556
29,1742919006.4210117,2025/03/25 - 16:10:06,49.384126978273464,1.0690488475332223
30,1742919007.415398,2025/03/25 - 16:10:07,49.384123978273465,1.0690653475332224
31,1742919008.356259,2025/03/25 - 16:10:08,49.38412464494013,1.0690698475332225
32,1742919009.3599763,2025/03/25 - 16:10:09,49.38412464494013,1.0690741808665556
33,1742919010.3658023,2025/03/25 - 16:10:10,49.384123978273465,1.069080014199889
34,1742919011.4011166,2025/03/25 - 16:10:11,49.38412114494013,1.069084514199889
35,1742919012.3513618,2025/03/25 - 16:10:12,49.38411747827346,1.0690896808665558
36,1742919013.3859825,2025/03/25 - 16:10:13,49.3841108116068,1.0690923475332224
37,1742919014.3490958,2025/03/25 - 16:10:14,49.38410597827346,1.0690951808665556
38,1742919015.396665,2025/03/25 - 16:10:15,49.38409647827346,1.0690983475332223
39,1742919016.3621926,2025/03/25 - 16:10:16,49.3840928116068,1.069105014199889
40,1742919017.3874662,2025/03/25 - 16:10:17,49.38408814494014,1.0691196808665557
41,1742919018.3368592,2025/03/25 - 16:10:18,49.384085644940136,1.069130014199889
42,1742919019.33822,2025/03/25 - 16:10:19,49.3840828116068,1.0691376808665556
43,1742919020.349157,2025/03/25 - 16:10:20,49.384078478273466,1.0691511808665557
44,1742919021.3695924,2025/03/25 - 16:10:21,49.38406947827346,1.0691698475332223
45,1742919022.3646276,2025/03/25 - 16:10:22,49.38405867827346,1.0691989808665556
46,1742919023.3612602,2025/03/25 - 16:10:23,49.38404787827346,1.069228114199889
47,1742919024.3601985,2025/03/25 - 16:10:24,49.384037078273465,1.0692572475332223
48,1742919025.3339996,2025/03/25 - 16:10:25,49.38402627827347,1.0692863808665556
49,1742919026.3842475,2025/03/25 - 16:10:26,49.38401547827347,1.069315514199889
50,1742919027.394016,2025/03/25 - 16:10:27,49.384025478273465,1.0693406808665558
51,1742919028.3728364,2025/03/25 - 16:10:28,49.38403297827346,1.069359514199889
52,1742919029.3913825,2025/03/25 - 16:10:29,49.38403464494014,1.0693818475332224
53,1742919030.3425229,2025/03/25 - 16:10:30,49.3840333116068,1.0694046808665556
54,1742919031.3958578,2025/03/25 - 16:10:31,49.384033978273465,1.0694191808665556
55,1742919032.439939,2025/03/25 - 16:10:32,49.384036978273464,1.0694286808665556
56,1742919033.560342,2025/03/25 - 16:10:33,49.384040644940136,1.0694458475332222
57,1742919034.4401915,2025/03/25 - 16:10:34,49.3840423116068,1.0694716808665556
58,1742919035.381921,2025/03/25 - 16:10:35,49.384045478273464,1.0694951808665556
59,1742919036.4144,2025/03/25 - 16:10:36,49.38405064494013,1.0695168475332224
60,1742919037.458323,2025/03/25 - 16:10:37,49.38405797827347,1.069540514199889
61,1742919038.4428873,2025/03/25 - 16:10:38,49.38406297827347,1.0695666808665556
62,1742919039.398219,2025/03/25 - 16:10:39,49.38406714494013,1.0695926808665557
63,1742919040.3918767,2025/03/25 - 16:10:40,49.3840718116068,1.0696191808665556
64,1742919041.4227417,2025/03/25 - 16:10:41,49.38407664494013,1.0696428475332223
65,1742919042.4352567,2025/03/25 - 16:10:42,49.38407914494013,1.0696658475332224
66,1742919043.4196246,2025/03/25 - 16:10:43,49.384079811606796,1.0696870141998889
67,1742919044.3750713,2025/03/25 - 16:10:44,49.3840803116068,1.0697056808665557
68,1742919045.3817325,2025/03/25 - 16:10:45,49.384083144940135,1.0697256808665556
69,1742919046.4035137,2025/03/25 - 16:10:46,49.384086978273466,1.069747514199889
70,1742919047.426438,2025/03/25 - 16:10:47,49.3840888116068,1.0697681808665556
71,1742919048.4884975,2025/03/25 - 16:10:48,49.38409097827346,1.0697906808665556
72,1742919049.4908586,2025/03/25 - 16:10:49,49.38409331160679,1.0698171808665558
73,1742919050.4523225,2025/03/25 - 16:10:50,49.3840958116068,1.0698428475332222
74,1742919051.459518,2025/03/25 - 16:10:51,49.38409747827346,1.0698631808665557
75,1742919052.5131755,2025/03/25 - 16:10:52,49.384099311606796,1.0698838475332224
76,1742919053.5155826,2025/03/25 - 16:10:53,49.384099644940136,1.0699070141998888
77,1742919054.4674108,2025/03/25 - 16:10:54,49.38409864494013,1.0699271808665556
78,1742919055.4355876,2025/03/25 - 16:10:55,49.38409881160679,1.069945014199889
79,1742919056.4340196,2025/03/25 - 16:10:56,49.38409947827346,1.0699643475332226
80,1742919057.385077,2025/03/25 - 16:10:57,49.38409947827346,1.069983014199889
81,1742919058.3931942,2025/03/25 - 16:10:58,49.384098978273464,1.0699996808665557
82,1742919059.400712,2025/03/25 - 16:10:59,49.38409997827347,1.070018014199889
83,1742919060.4007604,2025/03/25 - 16:11:00,49.3841013116068,1.070037514199889
84,1742919061.4204023,2025/03/25 - 16:11:01,49.38410197827346,1.070058514199889
85,1742919062.3483832,2025/03/25 - 16:11:02,49.38410197827346,1.070076514199889
86,1742919063.4722865,2025/03/25 - 16:11:03,49.38410181160679,1.0700958475332223
87,1742919064.5167415,2025/03/25 - 16:11:04,49.38410181160679,1.0701126808665558
88,1742919065.4711883,2025/03/25 - 16:11:05,49.38410347827347,1.0701288475332222
89,1742919066.412617,2025/03/25 - 16:11:06,49.384106144940134,1.0701466808665556
90,1742919067.4370215,2025/03/25 - 16:11:07,49.38410847827347,1.070163514199889
91,1742919068.4925554,2025/03/25 - 16:11:08,49.38410897827346,1.0701810141998889
92,1742919069.4336927,2025/03/25 - 16:11:09,49.38410914494013,1.0701986808665556
93,1742919070.394986,2025/03/25 - 16:11:10,49.38410964494013,1.0702113475332222
94,1742919071.3997772,2025/03/25 - 16:11:11,49.38410964494013,1.0702253475332224
95,1742919072.4114935,2025/03/25 - 16:11:12,49.38411014494013,1.070242014199889
96,1742919073.4141955,2025/03/25 - 16:11:13,49.3841113116068,1.0702576808665556
97,1742919074.35107,2025/03/25 - 16:11:14,49.384112478273465,1.0702753475332223
98,1742919075.371712,2025/03/25 - 16:11:15,49.3841133116068,1.0702928475332223
99,1742919076.3832972,2025/03/25 - 16:11:16,49.38411264494013,1.0703081808665558
100,1742919077.3937654,2025/03/25 - 16:11:17,49.38411147827347,1.0703240141998889
101,1742919078.4070098,2025/03/25 - 16:11:18,49.38410847827347,1.0703433475332222
102,1742919079.4173217,2025/03/25 - 16:11:19,49.38410897827346,1.0703615141998888
103,1742919080.423844,2025/03/25 - 16:11:20,49.3841133116068,1.0703771808665556
