Timestamp,UTC,Latitude,Longitude
1742920718.716125,2025/03/25 - 16:38:38,49.384256666666666,1.0687321666666667
1742920719.4613981,2025/03/25 - 16:38:39,49.3842565,1.0687318333333333
1742920719.8820853,2025/03/25 - 16:38:39,49.3842565,1.0687318333333333
1742920720.40806,2025/03/25 - 16:38:40,49.3842555,1.0687428333333333
1742920721.4103525,2025/03/25 - 16:38:41,49.3842555,1.0687533333333332
1742920722.4144473,2025/03/25 - 16:38:42,49.38425433333333,1.068763
1742920723.4412818,2025/03/25 - 16:38:43,49.38425016666667,1.0687771666666666
1742920724.374551,2025/03/25 - 16:38:43,49.38425016666667,1.0687771666666666
1742920724.4225185,2025/03/25 - 16:38:44,49.38424533333333,1.0687915
1742920725.4766994,2025/03/25 - 16:38:45,49.384241,1.0688055
1742920726.4835668,2025/03/25 - 16:38:46,49.38423683333333,1.0688176666666667
1742920727.4849036,2025/131/25 - 16:38:47,49.38423383333333,1.0688303333333333
1742920728.436159,2025/03/25 - 16:38:48,49.38423383333333,1.0688315
1742920729.4596279,2025/03/25 - 16:38:49,49.38423383333333,1.0688321666666667
1742920730.4748695,2025/03/25 - 16:38:50,49.38423016666667,1.0688443333333333
1742920731.4836338,2025/03/25 - 16:38:51,49.38422666666666,1.0688568333333333
1742920732.5029016,2025/03/25 - 16:38:52,49.384224333333336,1.0688646666666666
1742920733.4693823,2025/03/25 - 16:38:53,49.384224333333336,1.0688675
1742920734.4285636,2025/03/25 - 16:38:54,49.384224833333334,1.0688696666666666
1742920735.4479268,2025/03/25 - 16:38:55,49.384224833333334,1.0688725
1742920736.4665244,2025/03/25 - 16:38:56,49.384222333333334,1.0688763333333333
1742920737.4793293,2025/03/25 - 16:38:57,49.3842185,1.0688921666666666
1742920738.483105,2025/03/25 - 16:38:58,49.384214166666666,1.0689115
1742920739.4994175,2025/03/25 - 16:38:59,49.38420816666667,1.0689313333333332
1742920740.5066848,2025/03/25 - 16:39:00,49.38420166666667,1.0689493333333333
1742920741.5082414,2025/03/25 - 16:39:01,49.3841965,1.0689666666666666
1742920742.406523,2025/03/25 - 16:39:02,49.38419066666667,1.0689823333333333
1742920743.4154341,2025/03/25 - 16:39:03,49.384182833333334,1.0689988333333333
1742920744.4455736,2025/03/25 - 16:39:04,49.3841755,1.0690135
1742920745.4600575,2025/03/25 - 16:39:05,49.384169,1.0690236666666666
1742920746.4664917,2025/03/25 - 16:39:06,49.38416133333333,1.0690321666666667
1742920747.4165723,2025/03/25 - 16:39:07,49.3841605,1.0690359999999999
1742920748.427914,2025/03/25 - 16:39:08,49.3841595,1.0690396666666666
1742920749.4449832,2025/03/25 - 16:39:09,49.38415883333333,1.069043
1742920750.4594715,2025/03/25 - 16:39:10,49.38415333333333,1.0690465
1742920751.474441,2025/03/25 - 16:39:11,49.38414933333333,1.0690534999999999
1742920752.4403026,2025/03/25 - 16:39:12,49.38414933333333,1.06906
1742920753.4558833,2025/03/25 - 16:39:13,49.38414983333333,1.069072
1742920753.7161992,2025/03/25 - 16:39:13,49.38414983333333,1.069072
1742920754.4012914,2025/03/25 - 16:39:14,49.384151833333334,1.0690816666666667
1742920755.407905,2025/03/25 - 16:39:15,49.38415283333333,1.069086
1742920755.4549937,2025/03/25 - 16:39:15,49.38415283333333,1.069086
1742920756.4583597,2025/03/25 - 16:39:16,49.38415283333333,1.0690943333333334
1742920757.4073613,2025/03/25 - 16:39:17,49.38415333333333,1.0691074999999999
1742920758.419954,2025/03/25 - 16:39:18,49.3841535,1.069122
1742920759.440701,2025/03/25 - 16:39:19,49.38415283333333,1.0691383333333333
1742920760.5150602,2025/03/25 - 16:39:20,49.38415366666666,1.069154
1742920761.4213772,2025/03/25 - 16:39:21,49.38415116666667,1.069177
1742920762.4493003,2025/03/25 - 16:39:22,49.384145,1.0691963333333334
1742920763.4002013,2025/03/25 - 16:39:23,49.384137333333335,1.0692113333333333
1742920764.409621,2025/03/25 - 16:39:24,49.3841345,1.0692271666666666
1742920765.3641791,2025/03/25 - 16:39:25,49.384136166666664,1.0692465
